game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
NEW X SWA 2018-01-13;401 (80%);276 (75%);40;23;58%;42%;2;2;3;2;1;1;;;5;4;0;2;;;;;;;65;59;10;11;3;2;;;;;;;0;2;500;369;;;6;9;2;7;5;4;2;3;;;8;12;3;0;1;2018-01-13;-5;3;25;13;37;19;9;-33;-19;-11;35;-1;16;11;31;16;-7;-7;3;64;39;21;2;10;3;-5;-6;28;6;5;-29;27;1;26;-4;-14;-4;-4;-1;1;-20.0;-90;-58;-39;-3;15;-3;4;-26;-14;-10;-7;5;-8;-10;-13;48;-14;-31;-100;-69;-34;-17;-1;4;7;48;27;24;10;2;2;-6;17;28;12;1;-6;15;-8;-66;-38;32;6;5;4;4;8;7.0;6;6.0;10.0;1;13:00:00;0;SWA;NEW
WAT X SOU 2018-01-13;256 (68%);350 (75%);26;29;45%;55%;;;1;2;2;2;;;4;5;2;0;;;;;;;63;60;13;11;2;2;0;1;;;;;3;0;376;464;;;7;11;4;10;4;4;3;5;;;10;16;5;0;2;2018-01-13;-4;8;9;1;-5;-2;-26;18;-5;-6;-8;-2;63;1;-33;-26;-59;-44;-28;-16;-71;-41;-6;-51;-32;-20;-14;-10;-30;-19;-13;29;5;-4;12;10;8;5;8;-76;;-37;-17;-13;-11;-6;-9;23;11;4;4;5;38;25;53;74;8;86;100;100;75;69;66;37;26;17;11;4;-27;39;17;13;35;31;19;10;5;26;10;19;11;16;9;8;4;2;-1;5;-8.0;2;-8.0;60.0;2;13:00:00;0;SOU;WAT
WBA X BHA 2018-01-13;348 (77%);244 (69%);20;23;56%;44%;;;0;1;5;5;;;6;9;;;;;;;;;48;54;15;8;2;1;;;;;;;2;3;450;355;;;7;8;7;6;1;4;6;7;;;13;15;;;0;2018-01-13;10;67;34;13;12;10;6;6;6;10;12;9;22;13;2;-3;-3;-5;-6;-7;-8;-9;8;-4;-22;-7;-11;-14;-26;-7;-3;-6;-27;28;-14;-33;46;16;29;15;0.0;16;10;1;1;97;21;16;43;27;-39;-13;102;54;13;12;56;8;2;2;-3;-3;-5;-1;-3;-34;-16;32;39;21;-51;-25;-26;-21;-20;-10;-8;-6;18;-6;-5;-5;-5;-5;-10;-13;-8;-10;-6.0;28;-8.0;5.0;2;13:00:00;1;BHA;WBA
TOT X EVE 2018-01-13;258 (72%);484 (84%);16;22;39%;61%;0;3;0;7;3;4;;;3;3;;;;;;;;;51;72;15;11;6;0;0;1;;;;;7;2;360;579;;;4;13;4;6;0;10;3;7;;;7;20;2;0;0;2018-01-13;2;22;14;10;17;16;38;28;22;-19;-3;8;-4;-22;-38;-25;46;38;100;100;100;72;12;37;17;7;-39;-27;-10;6;-3;-4;-9;3;-8;-12;-26;26;-7;3;5.0;-2;4;7;85;7;52;37;28;23;35;19;8;8;48;30;3;97;87;52;34;26;6;-3;-23;-15;-10;1;-6;-4;-2;-1;6;12;12;12;84;46;-1;23;43;100;62;43;61;27;8;2;-3.0;24;-1.0;-5.0;4;15:30:00;1;EVE;TOT
BOU X ARS 2018-01-14;410 (74%);232 (63%);31;26;60%;40%;1;0;2;1;4;3;;;5;4;;;;;;;;;64;72;10;8;3;2;1;0;;;;;4;0;551;366;;;6;5;5;5;3;5;6;8;;;12;13;2;2;1;2018-01-14;2;-67;-64;-43;-30;-30;-10;10;-6;-1;2;2;2;-3;-10;-10;-27;-18;-16;-10;-7;-4;3;-8;-6;-12;-10;-10;-54;-66;41;-35;-18;13;-45;-18;-12;26;53;1;5.0;3;4;3;2;40;2;1;2;-54;-30;22;26;10;9;5;26;5;2;2;-4;1;-4;6;86;55;30;11;56;75;35;-28;-11;33;47;30;17;33;2;14;-6;-35;-26;-33;-21;-24;18;7;9.0;-35;-21.0;10.0;2;11:30:00;1;ARS;BOU
LIV X MCI 2018-01-14;571 (86%);277 (75%);22;4;65%;35%;;;1;0;4;5;;;6;5;0;2;;;;;;;76;61;7;10;3;1;1;2;;;;;3;3;667;367;;;6;7;3;4;4;7;5;9;;;11;16;3;2;3;2018-01-14;3;73;41;23;6;-6;23;12;5;6;2;6;-2;-3;-9;-11;-47;-37;-26;-19;-14;-8;10;-7;-1;30;3;-5;-45;-32;-22;-10;37;13;22;14;-75;-36;-2;-39;15.0;-26;-19;-15;-7;12;15;3;-31;-56;-39;-24;16;57;77;36;6;15;77;95;87;46;21;16;10;79;43;2;22;13;3;-7;-2;-5;-7;-7;-14;-34;-2;-25;-20;-12;25;-86;-48;-33;-45;-34;-19.0;-2;-16.0;-115.0;4;14:00:00;1;MCI;LIV
MUN X STO 2018-01-15;326 (83%);542 (90%);14;9;40%;60%;3;1;3;1;1;5;;;1;6;;;;;;;;;50;43;10;14;6;4;;;;;;;0;4;395;604;;;9;12;5;6;5;9;2;8;;;11;20;1;2;0;2018-01-15;-8;73;-48;8;7;9;2;6;-39;-22;-14;-12;-10;-52;-56;-33;-13;-16;-75;-16;-12;-9;-8;67;69;37;20;16;14;11;32;18;89;8;56;37;20;16;3;-36;35.0;-57;-35;-22;-16;-3;-10;-5;-5;-5;-5;38;18;11;6;28;3;18;10;6;8;7;47;62;46;51;64;4;38;19;9;83;50;33;24;18;9;19;3;18;17;37;29;23;25;-18;8;8;6.0;3;25.0;40.0;3;18:00:00;1;STO;MUN
BHA X CHE 2018-01-20;462 (86%);287 (79%);12;13;59%;41%;0;1;1;1;3;2;;;3;5;;;;;;;;;55;37;5;12;3;6;1;1;;;;;0;4;535;362;;;7;7;1;5;10;3;7;3;;;14;10;0;3;4;2018-01-20;-10;-3;-1;5;-19;-12;35;11;2;-45;-21;-8;45;12;2;-7;-7;28;-40;-45;-31;-82;-48;-45;66;27;41;59;34;14;7;1;-1;-100;-1;10;-5;-5;-32;-24;0.0;-1;-6;5;-1;-33;-1;30;20;20;20;16;4;-3;-8;-48;-19;-31;-21;-15;13;-8;-4;-5;-3;40;21;-81;12;7;3;-1;-1;-1;-1;-1;-76;-49;-39;-29;-12;-6;1;1;1;-40;-29;-23;-20.0;-12;-63.0;10.0;0;10:30:00;-1;CHE;BHA
ARS X CRY 2018-01-20;336 (83%);642 (88%);16;16;37%;63%;1;2;1;5;3;5;;;10;5;0;1;;;;;;;40;56;8;6;6;4;;;;;;;1;3;406;727;;;5;14;1;1;5;10;4;2;;;9;16;;;1;2018-01-20;-1;9;81;19;20;77;45;32;17;40;25;-1;16;10;37;65;43;70;41;28;39;-35;-1;-4;2;2;2;8;4;-31;-4;8;9;-17;13;-18;-10;-7;-66;-2;-15.0;-2;-13;-8;-4;40;-22;-13;8;-38;-18;-10;-27;64;39;27;100;24;15;-57;-27;-12;-4;4;3;-3;-2;74;3;5;3;47;33;24;44;26;12;-20;27;-7;-6;-4;-2;1;1;1;-5;-2;-1.0;18;0.0;5.0;4;13:00:00;1;CRY;ARS
BUR X MUN 2018-01-20;363 (79%);309 (73%);34;12;52%;48%;;;;;6;3;;;4;5;2;0;;;;;;;66;58;13;7;3;1;0;1;;;;;2;1;461;423;;;7;11;4;8;2;3;5;3;;;12;14;3;3;1;2018-01-20;0;18;12;4;-21;-14;41;14;4;-4;-28;-1;-16;-18;-15;-13;-5;3;33;17;2;52;-1;22;7;-9;2;-2;2;-4;1;1;1;-1;11;7;-25;-10;-5;-3;;-31;-15;-8;-3;-1;-6;-7;-11;-29;-20;-90;-56;-36;-22;22;-16;8;-28;-11;-5;-4;-1;2;-3;3;7;35;6;25;17;11;3;-4;3;13;40;27;12;16;14;-21;-5;5;10;63;42;22;-57.0;3;-23.0;60.0;0;13:00:00;-1;MUN;BUR
EVE X WBA 2018-01-20;223 (63%);341 (72%);35;24;44%;56%;;;1;1;1;3;;;3;0;;;;;;;;;71;61;10;15;3;4;1;0;;;;;;;356;474;;;9;7;9;2;5;4;6;2;;;15;9;1;2;1;2018-01-20;3;-31;-16;-2;3;-3;-2;-4;-5;3;7;-3;7;8;9;9;-7;7;9;11;18;6;7;8;8;25;18;16;7;2;-11;-3;44;-37;28;16;10;-6;-3;-34;0.0;-33;-16;-12;-10;-21;-8;-5;-5;-30;-20;-7;5;4;13;7;-15;4;1;-1;-1;-1;-1;-5;6;2;7;-41;4;78;46;27;16;-45;-50;-29;-17;-10;-100;11;1;-5;-71;-42;-60;-30;-13;10;-31.0;-56;-8.0;25.0;1;13:00:00;0;WBA;EVE
LEI X WAT 2018-01-20;254 (71%);331 (78%);22;14;47%;53%;1;0;1;1;4;1;;;5;4;0;4;;;;;;;68;57;10;11;3;3;;;;;;;3;5;356;422;;;5;8;4;3;3;5;6;1;;;11;9;;;0;2018-01-20;-30;23;19;13;35;-22;-14;-6;8;5;-40;-42;-20;-7;-4;11;-19;-29;-10;-1;5;2;-59;2;-1;-1;-2;-2;-4;2;2;2;83;-59;51;32;20;5;-9;-12;;-19;-16;-13;-12;-36;-3;4;5;7;58;30;54;51;54;28;-16;16;6;2;-27;-18;-17;-7;-14;-12;-8;40;-5;-44;-26;-11;-2;-2;-26;-22;-16;-13;50;-36;-25;-40;-25;-16;-8;-5;-2;44;24.0;39;13.0;100.0;2;13:00:00;1;WAT;LEI
STO X HUD 2018-01-20;194 (55%);199 (60%);36;63;52%;48%;0;1;0;2;0;1;;;2;3;0;1;;;;;;;71;103;13;18;4;3;;;;;;;0;10;353;330;;;3;10;3;4;3;6;3;1;;;6;11;1;1;0;2018-01-20;15;39;25;16;8;-1;-1;3;2;43;39;7;56;36;24;24;9;-4;-5;-8;-40;-30;2;-19;-8;-33;-45;-23;14;6;10;13;16;4;11;10;8;2;4;9;0.0;39;17;9;7;13;5;2;3;38;64;39;25;-39;42;15;4;13;6;5;9;44;24;13;32;55;62;8;74;41;20;-29;-21;-58;-37;-25;-19;-42;10;-28;-18;-7;-5;29;15;7;2;-47;-30.0;63;-2.0;10.0;2;13:00:00;1;HUD;STO
WES X BOU 2018-01-20;335 (77%);281 (73%);17;20;53%;47%;;;1;1;0;2;;;3;6;;;;;;;;;49;51;7;8;3;2;;;;;;;5;5;434;386;;;2;5;5;6;3;4;6;7;;;8;12;1;3;1;2018-01-20;-9;22;16;18;40;30;100;100;67;50;25;6;13;8;7;6;6;1;8;41;26;39;1;27;-16;-3;-26;-48;-29;-16;-5;-2;-12;26;-13;-40;-22;-11;-4;-35;-5.0;-4;-1;1;1;15;-4;1;-4;6;7;10;31;36;58;26;10;37;26;20;6;1;-3;-10;-3;4;3;10;5;6;-40;-30;36;9;-70;-35;-25;-23;-11;-19;6;6;8;-5;-5;-7;-9;-52;-42.0;10;-31.0;0.0;1;13:00:00;0;BOU;WES
MCI X NEW 2018-01-20;114 (59%);723 (90%);16;17;20%;80%;1;0;2;2;1;2;;;0;18;2;0;;;;;;;47;71;10;5;6;3;0;1;;;;;2;4;193;799;;;5;13;1;10;4;9;1;8;;;6;21;1;0;1;2018-01-20;3;32;72;41;50;36;70;42;32;24;26;3;14;35;28;23;20;19;17;17;17;32;-39;23;48;73;67;86;100;87;56;44;30;-16;39;100;100;100;67;10;40.0;-3;8;10;13;-3;15;16;46;34;27;23;20;16;16;16;8;16;21;56;36;99;62;36;-35;-48;-12;84;58;29;24;16;53;76;50;44;30;24;64;15;11;9;73;85;53;30;32;13;8.0;44;-1.0;-35.0;3;15:30:00;1;NEW;MCI
SOU X TOT 2018-01-21;407 (83%);237 (69%);16;10;59%;41%;0;2;1;2;5;1;;;9;2;;;;;;;;;46;55;15;8;4;1;1;1;;;;;1;2;491;343;;;11;4;10;5;2;4;6;7;;;17;10;3;2;1;2018-01-21;-2;-18;3;2;-48;-30;25;-6;-56;-96;-96;38;-73;-39;25;26;12;-27;-11;36;15;13;19;12;2;-5;-2;-1;-25;-34;41;13;9;9;-39;-5;44;25;9;-6;-5.0;5;-1;-1;-5;3;40;20;12;6;3;-1;-1;5;-3;-3;-3;-9;-8;-13;-30;-20;-14;30;-36;-12;-38;8;-28;-55;-28;-39;-19;-9;5;-1;1;5;32;2;-6;-2;-1;-1;-31;-18;-11;48;21.0;26;7.0;-90.0;1;14:00:00;0;TOT;SOU
SWA X LIV 2018-01-22;662 (88%);204 (69%);19;18;72%;28%;4;0;4;1;6;0;;;9;3;1;0;;;;;;;45;46;9;5;1;4;1;0;;;;;1;1;756;295;;;10;2;11;1;4;2;11;1;;;21;3;2;0;0;2018-01-22;3;-11;-11;-16;-26;-23;-17;-14;-11;21;2;4;-7;-8;-10;-62;-42;-39;-24;-14;-5;-3;5;-27;-17;-22;-13;-47;-27;-16;-9;35;19;5;35;15;98;50;31;22;-20.0;-8;-12;-1;-26;-12;-21;-18;-15;-15;-12;-42;-35;-26;-25;-40;-10;-32;-23;-74;-49;-32;-24;-35;-17;-10;-12;-11;-37;-28;-14;-15;-11;-10;-11;-12;-12;-53;-11;-37;-27;-86;-61;-40;-30;-49;-30;-24;-75.0;-12;-7.0;-40.0;1;18:00:00;1;LIV;SWA
SWA X ARS 2018-01-30;824 (92%);225 (74%);14;11;75%;25%;1;2;2;5;1;4;;;3;4;;;;;;;;;34;36;8;4;1;3;0;1;;;;;3;0;894;306;;;6;7;4;4;4;4;3;5;;;9;12;3;0;1;2018-01-30;3;7;12;2;0;30;12;2;32;17;7;9;3;-2;-7;-9;-15;-10;-6;-4;24;23;-8;-46;-47;-7;-10;-81;80;17;4;-5;-10;-9;-18;33;5;1;-2;-32;0.0;-40;-30;-23;-20;-13;-15;30;7;-6;-25;-15;-16;-54;-37;-25;-15;-20;-42;65;20;7;-31;-18;-20;-17;-10;-17;-9;15;-6;20;7;-6;-48;-25;-29;-24;19;-21;-21;-17;-44;-31;-22;-27;30;45;22.0;7;-5.0;-5.0;3;17:45:00;1;ARS;SWA
WES X CRY 2018-01-30;371 (82%);204 (69%);26;24;60%;40%;;;1;1;1;1;;;3;5;2;0;;;;;;;51;76;15;11;2;2;;;;;;;0;2;454;296;;;5;7;5;4;3;3;4;1;;;9;8;3;1;1;2018-01-30;-10;9;27;22;18;25;8;-11;-8;-10;-11;-7;-11;-10;-7;-5;-4;-83;-48;36;-5;-5;-6;-13;-23;-11;6;5;10;13;13;8;6;-10;4;3;2;72;38;23;-45.0;-9;-9;-8;-48;28;-31;-11;42;-21;2;-3;-28;-22;-15;-12;9;-10;-7;-7;-12;22;10;3;-4;1;1;1;6;4;28;19;14;11;1;-5;-8;-10;-1;-1;-1;4;30;13;-25;-14;-8;-6;-8.0;4;-7.0;;1;17:45:00;0;CRY;WES
HUD X LIV 2018-01-30;809 (89%);214 (69%);15;16;75%;25%;3;0;4;0;4;2;;;4;1;;;;;;;;;42;40;8;8;1;4;;;;;;;2;3;913;308;;;8;4;3;2;7;1;6;1;;;14;5;;;3;2018-01-30;-10;-6;-4;-3;-3;-3;-2;-2;-7;33;9;-12;-8;-7;-31;-52;-37;-68;-100;-76;-39;-29;-13;-19;-28;-19;-14;-12;-11;-9;-9;-10;-10;-54;21;9;10;-7;-3;-8;-75.0;-7;-11;-13;-20;-32;-18;-18;-17;-11;-13;-19;-58;-41;-37;-88;-18;-64;-42;-56;-26;-14;-12;-10;-8;-9;-39;-11;-32;-20;-7;-5;-9;-34;-24;-19;-45;-70;-6;-43;-29;-26;-14;-7;-5;-4;6;7;29.0;-1;42.0;10.0;0;18:00:00;-1;LIV;HUD
CHE X BOU 2018-01-31;241 (73%);517 (84%);10;23;35%;65%;;;3;0;4;8;;;5;8;;;;;;;;;47;72;12;5;5;2;;;;;;;2;4;329;618;;;5;11;2;8;5;5;6;10;;;11;21;0;1;3;2018-01-31;-2;-5;-7;-29;-53;-52;-33;23;6;9;20;-2;15;-7;1;1;-5;-6;-39;-23;-9;25;-8;10;57;43;44;28;15;4;-2;-2;6;-24;37;30;26;18;13;8;;27;18;31;18;-31;36;19;-30;-11;-36;-24;-4;-1;5;35;28;67;55;32;13;4;-76;-46;-86;-87;-52;8;-22;24;19;23;82;52;33;33;12;6;8;8;-16;-18;-11;-2;5;7;9;9;19.0;4;45.0;70.0;0;17:45:00;-1;BOU;CHE
EVE X LEI 2018-01-31;319 (73%);231 (67%);23;13;56%;44%;3;2;4;4;2;1;;;5;5;;;;;;;;;59;53;10;10;1;0;3;1;;;;;0;3;440;347;;;8;5;4;4;2;4;0;4;;;8;9;2;0;1;2018-01-31;4;-4;-54;-30;-17;-9;-4;1;1;-10;-10;-57;15;25;20;8;1;1;56;38;25;17;-31;11;-4;1;-3;-5;-11;-5;-2;27;21;-14;83;44;33;19;13;7;5.0;30;19;13;9;-2;6;3;3;8;11;8;7;6;5;4;57;-5;1;-9;-7;-6;-5;-5;-4;39;19;32;9;3;-78;-50;-37;-24;-17;-37;-24;-1;15;-23;-36;-17;-27;-20;-8;89;79;47;27.0;5;15.0;10.0;2;17:45:00;1;LEI;EVE
NEW X BUR 2018-01-31;241 (66%);280 (71%);33;42;48%;52%;2;3;2;4;3;3;;;4;7;0;1;;;;;;;69;80;15;15;3;2;1;1;;;;;0;2;364;397;;;7;9;6;7;2;4;5;5;;;11;14;2;1;1;2018-01-31;5;10;11;17;13;10;64;40;25;20;17;8;32;60;-37;-2;-1;-2;-4;-1;-4;-25;12;-19;-16;-9;-4;1;21;12;13;53;94;14;78;79;50;29;16;10;0.0;-22;-9;-2;54;20;-32;-2;-1;-2;-11;20;3;1;6;9;11;40;26;18;8;15;12;100;42;17;6;5;-8;-13;-8;28;15;7;-28;-11;-6;-6;8;28;43;28;14;-33;-78;-100;-100;-100;-57.0;9;-28.0;-45.0;1;17:45:00;0;BUR;NEW
SOU X BHA 2018-01-31;215 (68%);484 (82%);39;18;35%;65%;0;2;1;2;3;7;;;2;7;;;;;;;;;80;55;10;8;2;1;0;1;;;;;4;0;315;588;;;5;7;4;8;2;3;4;11;;;9;18;1;3;1;2018-01-31;10;3;8;-49;-28;25;-73;-38;-16;-7;-3;-24;5;5;8;10;32;58;34;37;18;13;-9;24;-25;-2;21;36;24;15;13;10;29;-4;22;18;15;60;70;7;-5.0;-46;-35;-14;-1;-1;7;18;18;17;57;36;18;12;9;9;2;7;6;6;30;20;84;52;28;10;42;3;65;45;33;16;3;2;2;6;10;7;3;11;12;17;15;14;14;13;-20;-13;-13.0;3;-10.0;0.0;1;17:45:00;0;BHA;SOU
MCI X WBA 2018-01-31;162 (66%);614 (88%);11;15;26%;74%;0;2;0;3;1;2;;;1;9;0;4;;;;;;;42;53;10;10;7;1;0;1;;;;;;;246;695;;;2;12;1;7;1;10;1;7;;;3;19;3;1;0;2018-01-31;2;13;14;34;45;33;26;21;22;13;13;8;100;69;46;32;21;6;5;4;4;50;10;37;30;47;27;16;13;51;42;19;13;11;10;4;9;13;15;-4;0.0;-6;7;33;31;7;25;22;12;4;5;5;6;7;7;7;7;7;47;35;27;23;26;79;53;87;100;10;100;100;71;44;67;39;25;15;9;5;11;30;20;20;14;-18;43;58;53;50;10.0;12;77.0;-15.0;3;18:00:00;1;WBA;MCI
STO X WAT 2018-01-31;185 (62%);161 (58%);40;43;52%;48%;;;;;4;3;;;6;2;0;2;;;;;;;69;76;12;12;4;2;;;;;;;0;5;300;279;;;7;9;5;4;2;4;4;2;;;11;11;3;4;0;2018-01-31;3;-25;-20;-17;-12;-10;-7;-31;-21;-12;-1;-34;3;2;1;-1;-1;-1;-6;15;36;22;-26;13;8;4;-8;-4;-7;-9;-10;-50;-25;33;-14;-13;-30;-43;-29;-13;5.0;4;3;8;47;10;34;16;5;-10;-2;5;10;-37;-21;21;12;3;-31;-19;35;9;32;19;8;44;19;6;-23;-6;-2;-3;2;12;8;6;4;3;1;-14;15;9;9;2;-64;-70;-45;-25;-18.0;-5;-14.0;75.0;0;18:00:00;0;WAT;STO
TOT X MUN 2018-01-31;372 (79%);432 (82%);15;11;48%;52%;1;2;1;2;1;7;;;3;6;;;;;;;;;59;64;13;10;5;3;;;;;;;9;1;470;527;;;5;13;2;9;3;6;1;10;;;6;22;2;2;0;2018-01-31;39;-12;-9;-6;22;4;18;7;-4;-4;-6;65;-8;-33;-18;31;55;33;22;8;10;40;30;17;5;-41;-27;34;17;-22;-1;2;7;22;-8;8;5;5;10;1;0.0;35;19;6;7;6;33;24;16;12;-27;29;16;-57;-25;-14;-37;-7;9;11;11;12;13;40;26;18;18;-21;33;21;15;57;43;79;97;67;96;51;-16;30;12;10;5;7;9;-10;-2;26;14.0;-14;1.0;-10.0;2;18:00:00;1;MUN;TOT
BUR X MCI 2018-02-03;605 (87%);178 (64%);13;15;71%;29%;2;0;2;1;7;1;;;13;3;;;;;;;;;41;32;6;9;2;6;0;1;;;;;0;1;695;278;;;10;6;6;4;7;3;10;2;;;20;8;1;4;1;2018-02-03;-10;-22;-14;-14;-13;-13;-20;-39;-25;-37;-24;-6;-6;-28;-42;-100;-65;-43;-27;-23;-9;-47;7;-34;-22;59;29;12;-48;-24;55;10;-6;-7;-46;-30;-33;-29;-23;-16;5.0;-36;-16;-15;-35;-9;-47;-61;-38;-28;-65;-68;-38;-29;-63;-80;-75;-51;-47;-33;-38;-25;-12;-3;-4;-8;-7;-50;48;50;-30;1;-5;31;13;63;51;32;-37;19;13;6;85;46;-35;-8;-9;-15;-13.0;-27;-5.0;-5.0;1;10:30:00;0;MCI;BUR
BOU X STO 2018-02-03;221 (67%);317 (72%);35;26;43%;57%;0;1;0;3;3;4;;;1;8;;;;;;;;;85;62;19;14;5;2;1;0;;;;;6;2;328;439;;;9;10;6;3;4;8;4;5;;;13;15;3;2;1;2018-02-03;2;-28;-7;-7;-9;-5;-36;-29;-25;-2;-2;2;5;-29;-47;-27;-20;-14;-3;-2;-5;-12;-2;-11;-4;3;-3;-3;-4;-6;27;59;41;-1;26;37;20;14;8;9;85.0;40;73;47;-46;-7;-3;7;5;-31;-15;-15;-10;-47;-27;-13;-100;-4;4;6;2;44;30;-47;24;13;40;-62;40;100;56;22;8;1;-7;28;21;29;-11;100;60;32;17;7;-3;-3;6;8;5.0;-44;9.0;20.0;2;13:00:00;1;STO;BOU
BHA X WES 2018-02-03;283 (74%);338 (75%);28;24;46%;54%;1;1;1;2;1;5;;;1;4;;;;;;;;;66;45;7;11;2;0;;;;;;;3;3;380;452;;;4;14;2;11;1;5;0;7;;;4;21;1;3;1;2018-02-03;6;43;59;39;24;15;11;33;15;10;58;7;36;26;18;13;6;15;6;1;2;-9;7;-8;-83;-46;28;6;16;47;30;18;58;43;32;14;-67;-37;-29;-23;0.0;-10;-3;4;-5;20;-5;-4;4;3;8;11;13;18;9;3;6;89;51;27;11;1;8;8;38;17;4;-5;-7;3;-5;-5;-5;23;89;55;35;25;30;81;41;28;20;15;1;24;17;7;7.0;57;2.0;75.0;3;13:00:00;1;WES;BHA
LEI X SWA 2018-02-03;248 (73%);427 (82%);20;20;40%;60%;0;1;1;2;1;3;;;3;3;0;1;;;;;;;53;51;8;9;3;0;;;;;;;0;5;340;521;;;3;9;1;5;1;5;0;4;;;3;13;0;1;1;2018-02-03;4;11;10;9;8;8;3;7;9;85;51;6;35;26;20;-15;6;5;4;4;5;9;12;11;11;5;7;9;44;31;23;23;9;7;-2;-2;-3;-4;-4;-4;;79;40;19;6;9;-5;-27;-17;-36;-98;-50;-10;-9;36;-25;10;6;7;-5;-7;-5;22;12;11;11;11;10;8;9;11;12;43;25;19;15;8;1;15;5;-6;5;6;28;46;37;46;25;11.0;13;2.0;0.0;1;13:00:00;0;SWA;LEI
MUN X HUD 2018-02-03;190 (72%);697 (89%);18;14;26%;74%;0;1;0;2;3;5;;;2;5;;;;;;;;;49;75;19;5;5;0;;;;;;;0;4;265;786;;;3;9;1;4;0;7;1;7;;;4;16;4;2;0;2018-02-03;-10;40;32;60;40;24;13;14;11;8;11;6;8;11;13;14;35;23;16;54;27;19;7;16;15;15;4;5;46;5;-7;4;4;9;9;9;14;11;9;8;-5.0;-39;-16;17;75;12;51;45;32;30;19;97;56;32;18;15;14;15;21;25;23;21;15;42;31;60;83;44;96;62;74;71;44;23;15;7;4;3;25;29;18;12;9;7;4;4;4;4;4.0;62;2.0;-5.0;2;13:00:00;1;HUD;MUN
WBA X SOU 2018-02-03;404 (77%);214 (66%);26;29;62%;38%;1;0;1;1;3;2;;;7;5;;;;;;;;;65;60;10;12;1;2;;;;;;;2;1;522;322;;;7;4;5;4;5;3;6;5;;;13;9;1;2;3;2018-02-03;7;-14;8;-7;-46;-32;-20;24;4;3;-3;9;-3;-35;-28;-28;-10;25;38;19;13;2;3;-19;-15;-10;-8;29;13;36;15;-12;-5;-3;-55;-100;-78;-47;-100;-74;-5.0;36;17;6;-4;102;-9;-12;16;-24;-14;-11;-85;-56;-35;-24;52;-18;-8;-3;-5;22;6;-4;1;-4;-37;26;-52;-36;25;75;51;32;13;10;-1;-1;-25;-26;-16;-10;-42;-26;-14;-2;1;-4;1.0;-10;1.0;-40.0;2;13:00:00;-1;SOU;WBA
ARS X EVE 2018-02-03;306 (81%);468 (85%);25;21;42%;58%;1;0;2;4;4;5;;;6;4;0;2;;;;;;;57;59;8;8;2;1;1;1;;;;;3;1;376;553;;;8;12;4;3;2;7;2;3;;;10;15;0;2;1;2018-02-03;4;45;28;13;10;88;92;61;42;30;12;4;86;29;-27;-3;-10;-15;-5;3;-28;-18;4;-9;-4;-1;-1;40;22;12;42;65;36;10;50;100;53;33;24;12;5.0;1;1;1;1;9;-9;-28;-1;14;-27;-11;39;17;7;-6;13;-6;-16;-10;-6;-4;-87;-56;-38;-27;-21;85;6;6;8;6;-20;76;38;23;14;10;49;1;-30;-47;-39;-30;-12;6;7;10;-10.0;28;2.0;-60.0;5;15:30:00;1;EVE;ARS
